id. Response ID,submitdate. Date submitted,lastpage. Last page,startlanguage. Start language,seed. Seed,startdate. Date started,datestamp. Date last action,G01Q01. Country of your current job/study,G01Q02. Your area of research,G01Q02[other]. Your area of research [Other],"G01Q021. What is your main topic (e.g. language, vision, decision making, diagnostics, passive/active BCI, etc.)?",G01Q03. What is your current occupation?,G01Q03[other]. What is your current occupation? [Other],G01Q04[SQ001]. What kind of data obtained by these measurement technique(s) have you used for analysis in your current or past research? [Scalp EEG],G01Q04[SQ002]. What kind of data obtained by these measurement technique(s) have you used for analysis in your current or past research? [Intracranial EEG],G01Q04[SQ003]. What kind of data obtained by these measurement technique(s) have you used for analysis in your current or past research? [MEG using SQUIDs],G01Q04[SQ004]. What kind of data obtained by these measurement technique(s) have you used for analysis in your current or past research? [MEG using OPMs],G01Q04[SQ005]. What kind of data obtained by these measurement technique(s) have you used for analysis in your current or past research? [Not analysed any of them],"G01Q07. How many published papers/preprints do you have, where you used EEG, MEG or iEEG analysis?","G01Q06. How many years of experience with EEG, MEG, or iEEG analysis do you have?","G01Q08. What is your self-assessed level of experience with EEG, MEG, or iEEG analysis?","G01Q09. Have you ever publicly shared code/software for EEG, MEG or iEEG analysis methods, or contributed to code managed by others?",G01Q10. How many channels do you typically measure?,"G01Q11. How many channels of those you measured do you typically analyse, after selection of task-relevant channels?","G02Q01[SQ001]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [ASA]","G02Q01[SQ002]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [BESA]","G02Q01[SQ003]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [Brainstorm]","G02Q01[SQ004]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [Brain Vision Analyser]","G02Q01[SQ005]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [Cartool]","G02Q01[SQ006]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [Curry]","G02Q01[SQ007]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [EEGLAB]","G02Q01[SQ020]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [EEGKit]","G02Q01[SQ010]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [EEProbe]","G02Q01[SQ022]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [EEGUtils]","G02Q01[SQ009]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [ERPLAB]","G02Q01[SQ011]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [EGI Net Station]","G02Q01[SQ029]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [ephyviewer]","G02Q01[SQ012]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [ERPsystem]","G02Q01[SQ026]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [eVox]","G02Q01[SQ014]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [InstEP]","G02Q01[SQ013]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [FieldTrip]","G02Q01[SQ023]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [fitgrid]","G02Q01[SQ008]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [LIMO]","G02Q01[SQ028]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [MMVT]","G02Q01[SQ019]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [mnelab]","G02Q01[SQ015]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [MNE-Python]","G02Q01[SQ016]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [Scan]","G02Q01[SQ017]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [SPM ]","G02Q01[SQ018]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [Unfold]","G02Q01[SQ027]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [Custom scripts]","G02Q01[other]. Which EEG, MEG, or iEEG analysis platform have you used for ERP plotting? [Other]","G02Q02[SQ001]. When using an EEG, MEG, or iEEG visualization tool which features are important to you? [Combine with a custom plot created outside of the toolbox (as subplot or inset)]","G02Q02[SQ002]. When using an EEG, MEG, or iEEG visualization tool which features are important to you? [Flexible tweaking of plot attributes (colors, linewidths, margins etc.)]","G02Q02[SQ003]. When using an EEG, MEG, or iEEG visualization tool which features are important to you? [Speed of plotting]","G02Q02[SQ004]. When using an EEG, MEG, or iEEG visualization tool which features are important to you? [Presentation/publication ready figures]","G02Q02[SQ005]. When using an EEG, MEG, or iEEG visualization tool which features are important to you? [Reproducibility of interactively generated or modified plots]","G02Q02[SQ006]. When using an EEG, MEG, or iEEG visualization tool which features are important to you? [Zooming or panning within a plot]","G02Q02[SQ007]. When using an EEG, MEG, or iEEG visualization tool which features are important to you? [Interactive selection of time-ranges or electrodes e.g. via Sliders or Dropdown menus]","G02Q02[SQ008]. When using an EEG, MEG, or iEEG visualization tool which features are important to you? [Generating plots by clicking (GUI)]","G02Q02[SQ009]. When using an EEG, MEG, or iEEG visualization tool which features are important to you? [Generating plots by coding]",G02Q04[SQ001].  Select the ERP visualizations that you are familiar with     [],G02Q04[SQ002].  Select the ERP visualizations that you are familiar with     [],G02Q04[SQ003].  Select the ERP visualizations that you are familiar with     [],G02Q04[SQ004].  Select the ERP visualizations that you are familiar with     [],G02Q04[SQ005].  Select the ERP visualizations that you are familiar with     [],G02Q04[SQ006].  Select the ERP visualizations that you are familiar with     [],G02Q04[SQ007].  Select the ERP visualizations that you are familiar with     [],G02Q04[SQ008].  Select the ERP visualizations that you are familiar with     [],G03Q11. How would you call this plot?,G03Q12. Have you ever plotted this kind of figure?,"G03Q13[SQ003].     [Which plotting tool (EEGLab, FieldTrip, etc) or custom script (matplotlib, ggplot, Makie, etc) did you use?]",G03Q13[SQ001].  [Which parts of the plot were difficult to do?],G03Q13[SQ002].     [What new features would you like to add to this analysis tool?],G03Q14. Think about your last published ERP paper/preprint/poster with this type of plot. Did this plot have error bars?,G03Q15. What did the error bars depict in your figure?,G03Q15[other]. What did the error bars depict in your figure? [Other],G03Q16. Think about the baseline period (the time before the stimulus onset). How many milliseconds would you recommend to plot?,"G03Q18. If you don't want to provide a number on previous question, please, provide a justification.","G03Q17. In this plot, should positive voltages be plotted upwards, or downwards?",G03Q21. How would you call this plot?,G03Q22. Have you ever plotted this kind of figure?,"G03Q23[SQ001].     [Which plotting tool (EEGLab, FieldTrip, etc) or custom script (matplotlib, ggplot, Makie, etc) did you use?]",G03Q23[SQ002].  [Which parts of the plot were difficult to do?],G03Q23[SQ003].     [What new features would you like to add to this analysis tool?],G03Q31. How would you call this plot?,G03Q32. Have you ever plotted this kind of figure?,"G03Q33[SQ001].     [Which plotting tool (EEGLab, FieldTrip, etc) or custom script (matplotlib, ggplot, Makie, etc) did you use?]",G03Q33[SQ002].  [Which parts of the plot were difficult to do?],G03Q33[SQ003].     [What new features would you like to add to this analysis tool?],G03Q41. How would you call this plot?,G03Q42. Have you ever plotted this kind of figure?,"G03Q43[SQ001].     [Which plotting tool (EEGLab, FieldTrip, etc) or custom script (matplotlib, ggplot, Makie, etc) did you use?]",G03Q43[SQ002].  [Which parts of the plot were difficult to do?],G03Q43[SQ003].     [What new features would you like to add to this analysis tool?],"G03Q44. If you see such a plot, do you think the values depicted show:","G03Q44[other]. If you see such a plot, do you think the values depicted show: [Other]",G03Q51. How would you call this plot?,G03Q52. Have you ever plotted this kind of figure?,"G03Q53[SQ001].     [Which plotting tool (EEGLab, FieldTrip, etc) or custom script (matplotlib, ggplot, Makie, etc) did you use?]",G03Q53[SQ002].  [Which parts of the plot were difficult to do?],G03Q53[SQ003].     [What new features would you like to add to this analysis tool?],G03Q61. How would you call this plot?,G03Q62. Have you ever plotted this kind of figure?,"G01Q63[SQ001].     [Which plotting tool (EEGLab, Fieldtrip, etc) or custom script (matplotlib, ggplot, Makie, etc) did you use?]",G01Q63[SQ002].  [Which parts of the plot were difficult to do?],G01Q63[SQ003].     [What new features would you like to add to this analysis tool?],G03Q71. How would you call this plot?,G03Q72. Have you ever plotted this kind of figure?,"G03Q73[SQ001].     [Which plotting tool (EEGLab, FieldTrip, etc) or custom script (matplotlib, ggplot, Makie, etc) did you use?]",G03Q73[SQ002].  [Which parts of the plot were difficult to do?],G03Q73[SQ003].     [What new features would you like to add to this analysis tool?],G03Q81. How would you call this plot?,G03Q82. Have you ever plotted this kind of figure?,"G03Q83[SQ001].     [Which plotting tool (EEGLab, FieldTrip, etc) or custom script (matplotlib, ggplot, Makie, etc) did you use?]",G03Q83[SQ002].  [Which parts of the plot were difficult to do?],G03Q83[SQ003].     [What new features would you like to add to this analysis tool?],G03Q91. Are you aware of the perceptual controversies of the jet (rainbow) colorbar?  Example:,G03Q92. Do you know about two-dimensional colorbars?  Example:,"G03Q93. Would you like to use a two-dimensional colorbar in your publications, if it was easily available?","G12Q46. If you have any comments or suggestions on how to improve ERP plotting tools, in general or on this survey, you are highly encouraged to fill in this section.",interviewtime. Total time,groupTime118. Group time: Basic information,G01Q01Time. Question time: G01Q01,G01Q02Time. Question time: G01Q02,G01Q021Time. Question time: G01Q021,G01Q03Time. Question time: G01Q03,G01Q04Time. Question time: G01Q04,G01Q07Time. Question time: G01Q07,G01Q06Time. Question time: G01Q06,G01Q08Time. Question time: G01Q08,G01Q09Time. Question time: G01Q09,G01Q10Time. Question time: G01Q10,G01Q11Time. Question time: G01Q11,groupTime119. Group time: Plotting experience,G02Q01Time. Question time: G02Q01,G02Q02Time. Question time: G02Q02,G02Q04Time. Question time: G02Q04,groupTime121. Group time: Your acquaintance with plot 1,G03Q11Time. Question time: G03Q11,G03Q12Time. Question time: G03Q12,G03Q13Time. Question time: G03Q13,G03Q14Time. Question time: G03Q14,G03Q15Time. Question time: G03Q15,G03Q16Time. Question time: G03Q16,G03Q18Time. Question time: G03Q18,G03Q17Time. Question time: G03Q17,groupTime122. Group time: Your acquaintance with plot 2,G03Q21Time. Question time: G03Q21,G03Q22Time. Question time: G03Q22,G03Q23Time. Question time: G03Q23,groupTime123. Group time: Your acquaintance with plot 3,G03Q31Time. Question time: G03Q31,G03Q32Time. Question time: G03Q32,G03Q33Time. Question time: G03Q33,groupTime124. Group time: Your acquaintance with plot 4,G03Q41Time. Question time: G03Q41,G03Q42Time. Question time: G03Q42,G03Q43Time. Question time: G03Q43,G03Q44Time. Question time: G03Q44,groupTime125. Group time: Your acquaintance with plot 5,G03Q51Time. Question time: G03Q51,G03Q52Time. Question time: G03Q52,G03Q53Time. Question time: G03Q53,groupTime126. Group time: Your acquaintance with plot 6,G03Q61Time. Question time: G03Q61,G03Q62Time. Question time: G03Q62,G01Q63Time. Question time: G01Q63,groupTime127. Group time: Your acquaintance with plot 7,G03Q71Time. Question time: G03Q71,G03Q72Time. Question time: G03Q72,G03Q73Time. Question time: G03Q73,groupTime128. Group time: Your acquaintance with plot 8,G03Q81Time. Question time: G03Q81,G03Q82Time. Question time: G03Q82,G03Q83Time. Question time: G03Q83,groupTime120. Group time: Plotting 2,G03Q91Time. Question time: G03Q91,G03Q92Time. Question time: G03Q92,G03Q93Time. Question time: G03Q93,groupTime129. Group time: Feedback,G12Q46Time. Question time: G12Q46
61,2023-02-10 18:01:07,12,en,598178944,2023-02-10 17:47:31,2023-02-10 18:01:06,Belgium,"Fundamental (neuro, cognitive)",,Social stimuli processing (auditive and visual),Doctoral researcher,,Yes,No,No,No,No,4,5,Intermediate,No,64,64,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Letswave (matlab),Neutral,Very important,Low importance,Very important,Very important,Very important,Very important,Neutral,Important,Yes,No,Yes,Yes,No,No,No,No,ERP plot with a type of SD/error,No,,,,,,,,,Down,,N/A,,,,Scalp topography,Yes,"EEG utils (R), brain vision analyser",Highlighting the electrodes (and large enough),-,Scalp topos,Yes,Eegutils,Hightlighting electrodes of interest,-,The instantaneous time slices (single time points),,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,No,Yes,Yes,,1286.41,668.92,,,,,,,,,,,,301.38,,,,72.51,,,,,,,,,,,,,129.7,,,,82.63,,,,,,,,,,,,,,,,,,,,,27.27,,,,4,
62,2023-02-10 18:04:48,12,en,667985493,2023-02-10 17:48:46,2023-02-10 18:04:48,Armenia,"Applied (marketing, BCI)",,Cognitive load,Industry senior researcher,,Yes,No,No,No,No,12,15,Expert,No,32,8,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,Important,Neutral,Very important,Very important,Important,Important,Important,Neutral,Neutral,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Average ERP plot,Yes,"EEGlab, MNEpython, ERPlab",It's quite simple and standard ERP plot,Ability to highlight the area with the main effect,No,,,500,,Up,Multeple chanels average ERP plot,No,,,,Heat map,Yes,Brainstorm,,,Heat map for main ERP components,Yes,"EEGlab, Brainstorm, MNEpython",-,-,"The mean value of time bin, centered around the labelled time (average over multiple time points)",,ERP scalp destribution,No,,,,Trials over time destribution,No,,,,,N/A,,,,,N/A,,,,Yes,Yes,Yes,,962.74,106.96,,,,,,,,,,,,107.37,,,,284.69,,,,,,,,,56.34,,,,198.82,,,,97.67,,,,,29.2,,,,45.06,,,,,,,,,,,,32.4,,,,4.23,
64,2023-02-10 18:18:41,12,en,1453303236,2023-02-10 18:05:02,2023-02-10 18:18:41,Canada,"Fundamental (neuro, cognitive)",,Pain,Professor,,Yes,No,No,No,No,5,10,Expert,Yes,64,64,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,,Important,Very important,Neutral,Very important,Very important,Low importance,Low importance,Low importance,Very important,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,ERP time domain single channel (or average),Yes,MNE python,Maybe fitting the legend correctly on the figure and other aspects of the layout.,Nothing comes to mind.,Yes,Standart error of the mean,,,The same duration as the one used for baseline correction,Up,multi channel ERP plot,Yes,MNE python,Identifying the specific channel,better interactivity,ERP topographic plot,Yes,MNE python,"Fitting the channels correctly in the head box. ; Different versions of MNE and other softwares used different head shapes, difficult to compare.",Standardized channel positions on the plot for popular layouts and standardized plot type (e.g. all colours inside head shape),ERP time course topo plot,Yes,MNE pyhthon,Fitting tiles and colobar correctly to get a publication ready figure,Easy layout adjustments,The instantaneous time slices (single time points),,ERP time course topographic plot?,Yes,MNE python,Everything too small to see correctly,Easy zoom on one channel,Epochs image,Yes,MNE python,-,-,,N/A,,,,Evoked image,Yes,MNE python,-,-,Yes,Yes,Yes,Easy creation of different types of error bars on ERP plots (shading),820.16,64.2,,,,,,,,,,,,84.53,,,,153.85,,,,,,,,,44.48,,,,161.29,,,,62.02,,,,,65.25,,,,46.45,,,,,,,,78.07,,,,22.26,,,,37.76,
66,2023-02-10 20:15:06,12,en,1725059333,2023-02-10 18:12:37,2023-02-10 20:15:06,India,"Fundamental (neuro, cognitive)",,Language,Doctoral researcher,,Yes,No,No,No,No,2,1,Intermediate,Yes,64,32,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,,Very important,Very important,Neutral,Very important,Very important,Important,Neutral,Important,Very important,Yes,No,Yes,Yes,No,Yes,No,No,ERP plot,Yes,EEGLAB,plotting variance,easily switch b/w SEM or confidence interval or std deviation,Yes,Standart error of the mean,,500,,Down,,N/A,,,,MNE plot,No,,,,MNE plot with time scales,No,,,,"The mean value of time bin, centered around the labelled time (average over multiple time points)",,,N/A,,,,trial-time plot,No,,,,,N/A,,,,,N/A,,,,Yes,Yes,No,,755.35,41.53,,,,,,,,,,,,102.48,,,,224.37,,,,,,,,,,,,,227.98,,,,45.18,,,,,,,,,76.41,,,,,,,,,,,,33.12,,,,4.28,
70,2023-02-10 19:30:00,12,en,1978459897,2023-02-10 18:45:11,2023-02-10 19:30:00,Germany,"Fundamental (neuro, cognitive)",,auditory cognition,Doctoral researcher,,Yes,No,No,No,No,2,2,Beginner,No,32,6,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Not at all important,Important,Important,Very important,Very important,Important,Very important,Very important,Very important,No,No,No,No,Yes,No,No,No,,N/A,,,,,,,,,,,N/A,,,,,N/A,,,,,N/A,,,,,,ERP plots for multiple electrodes,Yes,EEGLab,I think it was generally easy,the plot itself should be more customisable,,N/A,,,,,N/A,,,,,N/A,,,,No,No,,,2690.06,184.01,,,,,,,,,,,,273.47,,,,,,,,,,,,,,,,,,,,,,,,,,398.42,,,,,,,,,,,,,,,,36.68,,,,1797.48,
72,2023-02-10 19:13:26,12,en,1704667713,2023-02-10 18:56:15,2023-02-10 19:13:26,Russia,"Applied (marketing, BCI)",,Reactive BCI/ERP,Industry senior researcher,,Yes,No,No,No,No,4,6,Intermediate,Yes,48,48,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,,Neutral,Very important,Low importance,Very important,Very important,Important,Not at all important,Not at all important,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,average/median plot with errors,Yes,Mne/custom scripts,"selection of error bars type (standard deviations are too wide, and other types should be justified and consistent around the paper)",none,Yes,Other,median absolute deviaton or quantiles,100,,Up,jointplot,Yes,mne,hard to read,never thought they are very useful,topomap,Yes,MNE,"selecting smoothing parameters and inside the head/outside the head plot type - never sure what variant is more '
correct'",None,topomaps,Yes,mne,selecting time points to plot map / removing excessive peaks if peaks are autodetected,none,The instantaneous time slices (single time points),,topoplot,Yes,MNE/custom script,"when adding multiple conditions and working with custom montages, it's hard to keep it readable. Had to add additional scaling factors to MNE _iter_topography() function to have more control",in MNE - more fine-tuned control on scaling ad placement of the individual graphs within margins of to still reflecting topography to some extent,waterfall plot,Yes,MNE/custom script,"if the time between trials is important, but not constant, it's hard to make this plot accurately reflect it",more straightforward options for nonuniform yaxis,,N/A,,,,,N/A,,,,No,No,,,1032.86,84.72,,,,,,,,,,,,165.03,,,,211.73,,,,,,,,,57.4,,,,81.31,,,,86.17,,,,,180.42,,,,146.01,,,,,,,,,,,,14.89,,,,5.18,
73,2023-02-10 19:16:52,12,en,956073988,2023-02-10 19:06:48,2023-02-10 19:16:52,USA,Other,Social affective neuroscience,Emotion,Postdoctoral researcher,,Yes,No,No,No,No,4,10,Expert,No,64,5,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,Neutral,Important,Important,Important,Low importance,Important,Low importance,Low importance,Important,Yes,Yes,Yes,Yes,Yes,Yes,No,No,ERP plot by trial type,Yes,"Scan, curry, EEGLab/erplab",-,-,No,,,200,"Depends on paradigm, 100-300 ms range preferable",Up,Spaghetti plot,No,,,,Head map,Yes,EEGLab,-,-,Head map over time,Yes,EEGLab,-,-,The instantaneous time slices (single time points),,Erp waveforms across multiple channels,No,,,,Heat map,No,,,,,N/A,,,,,N/A,,,,No,Yes,Yes,,605.74,165.59,,,,,,,,,,,,109.61,,,,141.5,,,,,,,,,15.58,,,,37.34,,,,68.03,,,,,26.96,,,,21.47,,,,,,,,,,,,15.29,,,,4.37,
74,2023-02-10 19:24:32,12,en,1690956086,2023-02-10 19:08:00,2023-02-10 19:24:32,USA,"Fundamental (neuro, cognitive)",,Language,Professor,,Yes,No,No,No,No,2,6,Intermediate,No,32,8,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Ggplot,Very important,Very important,Very important,Very important,Very important,Neutral,Not at all important,Not at all important,Very important,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Classic ERP plot,Yes,Ggplot,-,-,Yes,Other,95% ci over channel means,200,,Up,Not sure it has a name but maybe something like a multi channel time course plot,Yes,Ggplot,-,-,Topographical,Yes,Erplab,-,-,Topo over time,No,,,,"The mean value of time bin, centered around the labelled time (average over multiple time points)",,ERP with channel layout,Yes,Ggplot,Creating the whole layout and using scalp coordinates to place each smaller plot,-,Erp Heat map?,No,,,,,N/A,,,,ERP heat map?,Yes,Ggplot,-,-,No,Yes,Yes,I use R for most analyses and visualization but matlab/eeglab/Erplab (for now) for eeg preprocessing. I wish the transition between matlab and r/ggplot were smoother - I always have to do a lot of reformatting to get the output into a tidy format,992.32,168.04,,,,,,,,,,,,150.47,,,,173.18,,,,,,,,,61.15,,,,35.01,,,,47.34,,,,,80.02,,,,46.28,,,,,,,,50.94,,,,14.79,,,,165.1,
77,2023-02-10 20:18:18,12,en,1193976609,2023-02-10 20:07:16,2023-02-10 20:18:18,Netherlands,"Fundamental (neuro, cognitive)",,Language,Professor,,Yes,Yes,Yes,No,No,16,12,Expert,Yes,64,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,,Neutral,Important,Neutral,Important,Low importance,Very important,Very important,Not at all important,Very important,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,ERP for one/averaged channel,Yes,Custom,Shading for error,Shaded area,No,,,300,"At least 300, preferably more",Up,Butterfly plot,No,,,,Topographic map,Yes,Fieldtrip,Different highlights of different channels,Certain channels can be highlighted with eg. a different colour,Topography time course,No,,,,"The mean value of time bin, centered around the labelled time (average over multiple time points)",,Multichannel popt,No,,,,Sorted single trials,Yes,Eeglab,None,Have it also in fieldtrip,,N/A,,,,No idea,No,,,,Yes,No,,,799.2,110.12,,,,,,,,,,,,115.76,,,,130.87,,,,,,,,,171.44,,,,87.76,,,,30.05,,,,,34.07,,,,60.25,,,,,,,,32.7,,,,19.99,,,,6.19,
78,2023-02-10 20:48:57,12,en,1288623548,2023-02-10 20:19:33,2023-02-10 20:48:57,Australia,"Fundamental (neuro, cognitive)",,Oscillation phase in vision,Postdoctoral researcher,,Yes,No,No,No,No,10,9,Expert,Yes,64,6,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,,Not at all important,Very important,Important,Important,Very important,Neutral,Neutral,Not at all important,Very important,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,VEP,Yes,Custom matlab scripts,"Error clouds, particularly transparency",-,No,,,100,,Up,Butterfly plot,Yes,EEGLab,Good colours,Good colours,Scalp topography,Yes,Eeglab,Change head border thickness,-,Topo Series,Yes,Custom script and EEGLab,-,Flexible time spacing within gui (enter interval and immediately regenerate),The instantaneous time slices (single time points),,Ugly and uninformative,No,,,,Sorted single trial erp,No,,,,,N/A,,,,Scalp wide erp,Yes,Custom matlab and EEGLab,Meaningful organisation of channels,Drag and drop channels in different order (with selection of multiple channels at a time),Yes,No,,,1764.2,594.85,,,,,,,,,,,,215.81,,,,273.54,,,,,,,,,116.16,,,,109.73,,,,229.64,,,,,47.63,,,,37.08,,,,,,,,99.82,,,,28.08,,,,11.86,
79,2023-02-10 20:56:06,12,en,534486266,2023-02-10 20:24:26,2023-02-10 20:56:06,Germany,"Fundamental (neuro, cognitive)",,"subjective experience, (working) memory",Postdoctoral researcher,,Yes,Yes,Yes,No,No,3,8,Intermediate,No,306,306,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,,Important,Very important,Important,Low importance,Neutral,Very important,Very important,Important,Important,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ERP elicited by faces vs houses,Yes,fieldtrip,"extracting the data, inserting the topography/channel selection",none,Yes,Standart error of the mean,,500,"I would say, it depends on the task design",Up,Time course of selected channels,Yes,field trip,none,none,topgraphy,Yes,field trip,none,none,time course of average topographies,Yes,field trip,none,none,"The mean value of time bin, centered around the labelled time (average over multiple time points)",,single-electrode eeg traces mapped onto topography,Yes,field trip,none,none,Trial-wise average EEG time-course,No,,,,Single-trial EEG amplitudes for selected channels and conditions,No,,,,Single-channel average EEG amplitude as a function of time,Yes,field trip,none,none,No,No,,,1901.19,131.48,,,,,,,,,,,,109.66,,,,207.53,,,,,,,,,83.72,,,,32.73,,,,42.08,,,,,43.34,,,,1130.9,,,,56.31,,,,40.48,,,,19.59,,,,3.37,
80,2023-02-10 21:19:41,12,en,944225133,2023-02-10 21:06:32,2023-02-10 21:19:41,Germany,"Fundamental (neuro, cognitive)",,Developmental Psychology,Professor,,Yes,No,No,No,No,8,12,Intermediate,Yes,32,6,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Not at all important,Very important,Important,Very important,Important,Neutral,Low importance,Low importance,Neutral,Yes,Yes,Yes,Yes,Yes,Yes,No,No,ERP wave,Yes,Matlab,Error margins,None,Yes,Confidence intervals,,200,,Up,ERP of multiple electrodes,Yes,Matlab,Exclude electrodes with suboptimal signal,None,Topographical plot,Yes,Matlab,None,Dynamic moving time Windows video,Topographical plot time series,Yes,Matlab,None,None,Other,I usually write the code so that it averages across a short time window,Head montage of ERPs,Yes,Brain Vision analyser,None,None,ERP heatmap over trials,Yes,EEGlab,None,None,,N/A,,,,,N/A,,,,No,Yes,Maybe,Dynamic head montage videos,789.18,131.87,,,,,,,,,,,,168.59,,,,107.8,,,,,,,,,81.53,,,,48.24,,,,95.11,,,,,47.84,,,,56.12,,,,,,,,,,,,25.37,,,,26.71,
81,2023-02-10 21:22:14,12,en,1725465233,2023-02-10 21:18:44,2023-02-10 21:22:14,USA,"Fundamental (neuro, cognitive)",,Memory,Doctoral researcher,,Yes,No,No,No,No,0,4,Beginner,No,64,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Not applicable,Not applicable,Very important,Very important,Very important,Very important,Very important,Very important,Not applicable,No,No,No,No,No,No,No,No,,N/A,,,,,,,,,,,N/A,,,,,N/A,,,,,N/A,,,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,Yes,Yes,Maybe,,210.26,88.59,,,,,,,,,,,,92.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.46,,,,6.47,
83,2023-02-10 22:11:25,12,en,518964400,2023-02-10 21:28:08,2023-02-10 22:11:25,Germany,"Fundamental (neuro, cognitive)",,developmental cognitive neuroscience,Professor,,Yes,No,No,No,No,18,14,Expert,Yes,27,8,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Neutral,Important,Not at all important,Important,Neutral,Not at all important,Important,Important,Important,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Singleplot,Yes,"Fieldtrip
custom Matlab scripts","in Fieldtrip:
choosing between neg up vs. down
plotting some form of error bars",see previous point,Yes,Standart error of the mean,,100,"put down 100, but that's just what I typically use, might be diff for different designs",Down,singleplot with individual electrodes,Yes,custom script in Matlab,plotting neg up,see above,topoplot,Yes,field trip,-,-,topoplots over timecourse,Yes,fieldtrip,-,possibility to do such a plot within analysis tool (I always just use the Matlab subplot function to do this),"The mean value of time bin, centered around the labelled time (average over multiple time points)",,multiplot,Yes,fieldtrip,"proper scaling, i.e. labels tend to be too big, graphs themselves too small etc.",-,,N/A,,,,,N/A,,,,"""plot that looks like a time-frequency plot"" (I'm sure there's a proper name, but I don't really use this type of plot a lot and can't think of it right now)",Yes,fieldtrip,-,-,Yes,No,,,2598.82,150.76,,,,,,,,,,,,1613.29,,,,244.73,,,,,,,,,111.26,,,,36.67,,,,118.6,,,,,75.81,,,,,,,,,,,,220.76,,,,22.24,,,,4.7,
